ID,system,site,sample,month,year,specie,biomass,length,width,season,class,order,habitat,guild,P,MO,CE,Ph,DAP,HR,Ca,Mg,NA,K,N,ARA,RESP,RM_0-5,RM_5=10
6006,G,L25,oeste,septiembre,2010,epilohmannioidea,"2,969,292,762","4,685,959","1,810,063",P,acari,oribatida,hemiedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6007,G,L25,oeste,septiembre,2010,hypogastruridae,"2,094,575,532","13,484,709","3,220,761",P,collembolla,poduromorpha,hemiedaphic,omnivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6008,G,L25,oeste,septiembre,2010,hypogastruridae,"3,012,399,058",1555,"3,716,156",P,collembolla,poduromorpha,hemiedaphic,omnivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6009,G,L25,oeste,septiembre,2010,hypogastruridae,"1,538,236,057","11,947,139","3,792,351",P,collembolla,poduromorpha,hemiedaphic,omnivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6010,G,L25,oeste,septiembre,2010,hypogastruridae,"3,002,082,243","6,294,906","2,224,145",P,collembolla,poduromorpha,hemiedaphic,omnivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6011,G,L25,oeste,septiembre,2010,hypogastruridae,"8,390,674,693","941,972","2,913,848",P,collembolla,poduromorpha,hemiedaphic,omnivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6012,G,L25,oeste,septiembre,2010,hypogastruridae,"1,237,583,034","1,097,047","2,924,497",P,collembolla,poduromorpha,hemiedaphic,omnivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6013,G,L25,oeste,septiembre,2010,hypogastruridae,"1,135,130,433","429,884","1,418,906",P,collembolla,poduromorpha,hemiedaphic,omnivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6014,G,L25,oeste,septiembre,2010,hypogastruridae,"8,336,351,713","9,395,757","2,638,362",P,collembolla,poduromorpha,hemiedaphic,omnivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6015,G,L25,oeste,septiembre,2010,hypogastruridae,"663,738,632","859,244","2,861,965",P,collembolla,poduromorpha,hemiedaphic,omnivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6016,G,L25,oeste,septiembre,2010,hypogastruridae,"3,399,036,953","6,609,058","2,605,635",P,collembolla,poduromorpha,hemiedaphic,omnivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6017,G,L25,oeste,septiembre,2010,isotomidae,"1,213,246,596","5,953,904","1,468,136",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6018,G,L25,oeste,septiembre,2010,isotomidae,"632,858,635","4,711,204","128,366",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6019,G,L25,oeste,septiembre,2010,isotomidae,"1,645,614,807","6,643,856","1,445,902",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6020,G,L25,oeste,septiembre,2010,isotomidae,"6,970,248,639","11,166,859","280,597",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6021,G,L25,oeste,septiembre,2010,isotomidae,"1,116,600,025","5,778,747","2,016,097",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6022,G,L25,oeste,septiembre,2010,isotomidae,"1,149,490,327","5,839,408","2,441,006",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6023,G,L25,oeste,septiembre,2010,onychiuridae,"1,659,756,423","7,094,556","1,204,808",P,collembolla,poduromorpha,euedaphic,microphytophages,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6024,G,L25,oeste,septiembre,2010,oripodoidea,"5,475,376,059","4,561,615","2,632,786",P,acari,oribatida,hemiedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6025,G,L25,oeste,septiembre,2010,oripodoidea,"4,819,831,158","443,007","2,486,348",P,acari,oribatida,hemiedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6026,G,L25,oeste,septiembre,2010,oribatido,"653,768,815","2,329,411","1,354,206",P,acari,oribatida,hemiedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6027,G,L25,oeste,septiembre,2010,epilohmannioidea,"2,712,502,974","451,852","1,611,749",P,acari,oribatida,hemiedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6028,G,L25,oeste,septiembre,2010,Mic_dub,2826000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6029,G,L25,oeste,septiembre,2010,Mic_dub,2826000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6030,G,L25,oeste,septiembre,2010,Mic_dub,2826000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6031,G,L25,oeste,septiembre,2010,euker,2575000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6032,G,L25,oeste,septiembre,2010,euker,2575000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6033,G,L25,oeste,septiembre,2010,euker,2575000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6034,G,L25,oeste,septiembre,2010,euker,2575000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6035,G,L25,oeste,septiembre,2010,euker,2575000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6036,G,L25,oeste,septiembre,2010,euker,2575000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6037,G,L25,oeste,septiembre,2010,euker,2575000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6038,G,L25,oeste,septiembre,2010,euker,2575000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6039,G,L25,oeste,septiembre,2010,euker,2575000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6040,G,L25,oeste,septiembre,2010,lom_juv,515000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6041,G,L25,oeste,septiembre,2010,lom_juv,515000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6042,G,L25,oeste,septiembre,2010,lom_juv,515000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6043,G,L25,oeste,septiembre,2010,lom_juv,515000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"781,684","3,539,622,642","2,412","7,77","1,096,065,505","295,031,801","5,45","1,05","1,3",1,"2,523",139,616,"1,5","3,5"
6044,G,L25,sur,noviembre,2008,entomobroidea,"7,843,294,748","12,253,757","4,529,075",P,collembolla,entomobryomorpha,epiedaphic,microphytophages,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6045,G,L25,sur,noviembre,2008,onychiuridae,"902,005,918","5,683,575","1,711,587",P,collembolla,poduromorpha,euedaphic,microphytophages,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6046,G,L25,sur,noviembre,2008,onychiuridae,"497,175,329","4,576,663","103,755",P,collembolla,poduromorpha,euedaphic,microphytophages,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6047,G,L25,sur,noviembre,2008,onychiuridae,"418,629,325","4,299,249","1,270,413",P,collembolla,poduromorpha,euedaphic,microphytophages,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6048,G,L25,sur,noviembre,2008,onychiuridae,"3,174,226","3,887,644","913,579",P,collembolla,poduromorpha,euedaphic,microphytophages,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6049,G,L25,sur,noviembre,2008,oppioidea,"524,134,153","2,213,474","1,137,556",P,acari,oribatida,euedaphic,microphytophages,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6050,G,L25,sur,noviembre,2008,oppioidea,"516,737,789","2,348,417","1,051,537",P,acari,oribatida,euedaphic,microphytophages,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6051,G,L25,sur,noviembre,2008,oppioidea,"638,850,375","2,396,936","1,194,962",P,acari,oribatida,euedaphic,microphytophages,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6052,G,L25,sur,noviembre,2008,oppioidea,"1,052,280,859","2,820,694","1,413,688",P,acari,oribatida,euedaphic,microphytophages,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6053,G,L25,sur,noviembre,2008,oripodoidea,"348,372,754","3,944,715","2,255,125",P,acari,oribatida,hemiedaphic,detritivore,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6054,G,L25,sur,noviembre,2008,oripodoidea,"6,037,129,948","4,681,855","2,739,291",P,acari,oribatida,hemiedaphic,detritivore,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6055,G,L25,sur,noviembre,2008,oripodoidea,"6,067,626,569","4,704,176","2,734,079",P,acari,oribatida,hemiedaphic,detritivore,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6056,G,L25,sur,noviembre,2008,oripodoidea,"370,307,977","4,041,624","2,290,425",P,acari,oribatida,hemiedaphic,detritivore,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6057,G,L25,sur,noviembre,2008,oripodoidea,"2,615,996,377","3,489,129","2,118,276",P,acari,oribatida,hemiedaphic,detritivore,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6058,G,L25,sur,noviembre,2008,oripodoidea,"3,639,370,203","384,818","239,431",P,acari,oribatida,hemiedaphic,detritivore,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6059,G,L25,sur,noviembre,2008,oripodoidea,"4,753,791,927","4,386,889","249,003",P,acari,oribatida,hemiedaphic,detritivore,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6060,G,L25,sur,noviembre,2008,oripodoidea,"3,688,671,677","3,904,139","2,377,384",P,acari,oribatida,hemiedaphic,detritivore,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6061,G,L25,sur,noviembre,2008,oripodoidea,"4,797,821,933","4,392,106","2,503,037",P,acari,oribatida,hemiedaphic,detritivore,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6062,G,L25,sur,noviembre,2008,oripodoidea,"407,512,049","4,032,807","2,458,735",P,acari,oribatida,hemiedaphic,detritivore,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6063,G,L25,sur,noviembre,2008,oripodoidea,"389,137,455","3,823,434","2,530,414",P,acari,oribatida,hemiedaphic,detritivore,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6064,G,L25,sur,noviembre,2008,oripodoidea,"4,168,726,942","4,011,484","2,514,322",P,acari,oribatida,hemiedaphic,detritivore,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6065,G,L25,sur,noviembre,2008,oripodoidea,"2,990,802,633","3,694,517","2,181,597",P,acari,oribatida,hemiedaphic,detritivore,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6066,G,L25,sur,noviembre,2008,oripodoidea,"4,283,381,013","4,024,747","2,553,752",P,acari,oribatida,hemiedaphic,detritivore,"20,6","4,7","0,84","6,5","1,28","0,11","5,225","1,98","0,83","1,48","2,808","0,31","0,09",4,"10,5"
6067,G,L25,sur,mayo,2009,dermanyssoidea,"4,136,827,229","4,200,243","2,701,476",O,acari,mesostigmata,epiedaphic,predator,"12,1","2,91","1,2","6,52","1,12","0,27","4,65","1,57","0,9","1,45","3,547",632,"0,11",3,"11,5"
6068,G,L25,sur,mayo,2009,onychiuridae,"361,617,518","407,636","626,338",O,collembolla,poduromorpha,euedaphic,microphytophages,"12,1","2,91","1,2","6,52","1,12","0,27","4,65","1,57","0,9","1,45","3,547",632,"0,11",3,"11,5"
6069,G,L25,sur,mayo,2009,onychiuridae,"565,992,105","4,797,577","484,945",O,collembolla,poduromorpha,euedaphic,microphytophages,"12,1","2,91","1,2","6,52","1,12","0,27","4,65","1,57","0,9","1,45","3,547",632,"0,11",3,"11,5"
6070,G,L25,sur,mayo,2009,onychiuridae,"738,859,658","5,285,833","1,103,396",O,collembolla,poduromorpha,euedaphic,microphytophages,"12,1","2,91","1,2","6,52","1,12","0,27","4,65","1,57","0,9","1,45","3,547",632,"0,11",3,"11,5"
6071,G,L25,sur,mayo,2009,onychiuridae,"401,192,409","4,233,248","704,527",O,collembolla,poduromorpha,euedaphic,microphytophages,"12,1","2,91","1,2","6,52","1,12","0,27","4,65","1,57","0,9","1,45","3,547",632,"0,11",3,"11,5"
6072,G,L25,sur,mayo,2009,onychiuridae,"728,721,167","5,259,342","727,775",O,collembolla,poduromorpha,euedaphic,microphytophages,"12,1","2,91","1,2","6,52","1,12","0,27","4,65","1,57","0,9","1,45","3,547",632,"0,11",3,"11,5"
6073,G,L25,sur,mayo,2009,onychiuridae,"704,382,844","5,194,776","822,423",O,collembolla,poduromorpha,euedaphic,microphytophages,"12,1","2,91","1,2","6,52","1,12","0,27","4,65","1,57","0,9","1,45","3,547",632,"0,11",3,"11,5"
6074,G,L25,sur,mayo,2009,onychiuridae,"631,212,592","4,991,668","1,438,652",O,collembolla,poduromorpha,euedaphic,microphytophages,"12,1","2,91","1,2","6,52","1,12","0,27","4,65","1,57","0,9","1,45","3,547",632,"0,11",3,"11,5"
6075,G,L25,sur,mayo,2009,onychiuridae,"1,462,786,341","6,776,023","1,214,721",O,collembolla,poduromorpha,euedaphic,microphytophages,"12,1","2,91","1,2","6,52","1,12","0,27","4,65","1,57","0,9","1,45","3,547",632,"0,11",3,"11,5"
6076,G,L25,sur,mayo,2009,onychiuridae,"374,746,857","4,129,569","803,157",O,collembolla,poduromorpha,euedaphic,microphytophages,"12,1","2,91","1,2","6,52","1,12","0,27","4,65","1,57","0,9","1,45","3,547",632,"0,11",3,"11,5"
6077,G,L25,sur,mayo,2009,onychiuridae,"334,111,367","3,960,761","736,098",O,collembolla,poduromorpha,euedaphic,microphytophages,"12,1","2,91","1,2","6,52","1,12","0,27","4,65","1,57","0,9","1,45","3,547",632,"0,11",3,"11,5"
6078,G,L25,sur,mayo,2009,onychiuridae,"399,813,664","4,227,952","974,878",O,collembolla,poduromorpha,euedaphic,microphytophages,"12,1","2,91","1,2","6,52","1,12","0,27","4,65","1,57","0,9","1,45","3,547",632,"0,11",3,"11,5"
6079,G,L25,sur,mayo,2009,oripodoidea,"5,408,736,801","460,955","2,578,479",O,acari,oribatida,hemiedaphic,detritivore,"12,1","2,91","1,2","6,52","1,12","0,27","4,65","1,57","0,9","1,45","3,547",632,"0,11",3,"11,5"
6080,G,L25,sur,septiembre,2010,hypogastruridae,"2,165,723,454","13,662,513","3,102,892",P,collembolla,poduromorpha,hemiedaphic,omnivore,"5,798,295","4,045,283,019",104,"5,22","1,202,936,167","330,599,749","5,5","1,15","1,05","0,9",188,169,616,"3,5",4
6081,G,L25,sur,septiembre,2010,hypogastruridae,"8,375,026,614","9,412,827","3,719,683",P,collembolla,poduromorpha,hemiedaphic,omnivore,"5,798,295","4,045,283,019",104,"5,22","1,202,936,167","330,599,749","5,5","1,15","1,05","0,9",188,169,616,"3,5",4
6082,G,L25,sur,septiembre,2010,isotomidae,"651,765,657","4,761,357","1,237,318",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"5,798,295","4,045,283,019",104,"5,22","1,202,936,167","330,599,749","5,5","1,15","1,05","0,9",188,169,616,"3,5",4
6083,G,L25,sur,septiembre,2010,isotomidae,"170,176,451","6,724,526","1,757,805",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"5,798,295","4,045,283,019",104,"5,22","1,202,936,167","330,599,749","5,5","1,15","1,05","0,9",188,169,616,"3,5",4
6084,G,L25,sur,septiembre,2010,Apo_ros,2345000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"5,798,295","4,045,283,019",104,"5,22","1,202,936,167","330,599,749","5,5","1,15","1,05","0,9",188,169,616,"3,5",4
6085,G,L25,sur,septiembre,2010,Apo_ros,2345000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"5,798,295","4,045,283,019",104,"5,22","1,202,936,167","330,599,749","5,5","1,15","1,05","0,9",188,169,616,"3,5",4
6086,G,L25,sur,septiembre,2010,Apo_ros,2345000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"5,798,295","4,045,283,019",104,"5,22","1,202,936,167","330,599,749","5,5","1,15","1,05","0,9",188,169,616,"3,5",4
6087,G,L25,sur,septiembre,2010,Apo_ros,2345000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"5,798,295","4,045,283,019",104,"5,22","1,202,936,167","330,599,749","5,5","1,15","1,05","0,9",188,169,616,"3,5",4
6088,G,L25,sur,septiembre,2010,Apo_ros,2345000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"5,798,295","4,045,283,019",104,"5,22","1,202,936,167","330,599,749","5,5","1,15","1,05","0,9",188,169,616,"3,5",4
6089,G,L25,sur,septiembre,2010,Apo_ros,2345000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"5,798,295","4,045,283,019",104,"5,22","1,202,936,167","330,599,749","5,5","1,15","1,05","0,9",188,169,616,"3,5",4
6090,G,L25,sur,septiembre,2010,euker,2575000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"5,798,295","4,045,283,019",104,"5,22","1,202,936,167","330,599,749","5,5","1,15","1,05","0,9",188,169,616,"3,5",4
6091,G,L25,sur,septiembre,2010,euker,2575000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"5,798,295","4,045,283,019",104,"5,22","1,202,936,167","330,599,749","5,5","1,15","1,05","0,9",188,169,616,"3,5",4
6092,G,L25,sur,septiembre,2010,euker,2575000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"5,798,295","4,045,283,019",104,"5,22","1,202,936,167","330,599,749","5,5","1,15","1,05","0,9",188,169,616,"3,5",4
6093,G,L25,sur,septiembre,2010,euker,2575000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"5,798,295","4,045,283,019",104,"5,22","1,202,936,167","330,599,749","5,5","1,15","1,05","0,9",188,169,616,"3,5",4
6094,G,L25,sur,septiembre,2010,lom_juv,515000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"5,798,295","4,045,283,019",104,"5,22","1,202,936,167","330,599,749","5,5","1,15","1,05","0,9",188,169,616,"3,5",4
6095,G,L25,sur,septiembre,2010,lom_juv,515000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"5,798,295","4,045,283,019",104,"5,22","1,202,936,167","330,599,749","5,5","1,15","1,05","0,9",188,169,616,"3,5",4
6096,G,L25,sur,septiembre,2010,lom_juv,515000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"5,798,295","4,045,283,019",104,"5,22","1,202,936,167","330,599,749","5,5","1,15","1,05","0,9",188,169,616,"3,5",4
6097,G,L25,sur,septiembre,2010,lom_juv,515000,,,P,engineer,crassiclitellata,euedaphic,detritivore,"5,798,295","4,045,283,019",104,"5,22","1,202,936,167","330,599,749","5,5","1,15","1,05","0,9",188,169,616,"3,5",4
6098,G,L25,norte,marzo,2010,Apo_ros,2345000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"2,854,825","505,660,377,358,491",668,"6,16","118,386,352,127,219","351,091,606,021,888","5,01",1,"0,8","0,98",396,"276,905,270,513,478","548,628","1,05","1,65"
6099,G,L25,norte,marzo,2010,Apo_ros,2345000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"2,854,825","505,660,377,358,491",668,"6,16","118,386,352,127,219","351,091,606,021,888","5,01",1,"0,8","0,98",396,"276,905,270,513,478","548,628","1,05","1,65"
6100,G,L25,norte,marzo,2010,Apo_ros,2345000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"2,854,825","505,660,377,358,491",668,"6,16","118,386,352,127,219","351,091,606,021,888","5,01",1,"0,8","0,98",396,"276,905,270,513,478","548,628","1,05","1,65"
6101,G,L25,norte,marzo,2010,euker,2575000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"2,854,825","505,660,377,358,491",668,"6,16","118,386,352,127,219","351,091,606,021,888","5,01",1,"0,8","0,98",396,"276,905,270,513,478","548,628","1,05","1,65"
6102,G,L25,norte,marzo,2010,euker,2575000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"2,854,825","505,660,377,358,491",668,"6,16","118,386,352,127,219","351,091,606,021,888","5,01",1,"0,8","0,98",396,"276,905,270,513,478","548,628","1,05","1,65"
6103,G,L25,norte,marzo,2010,euker,2575000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"2,854,825","505,660,377,358,491",668,"6,16","118,386,352,127,219","351,091,606,021,888","5,01",1,"0,8","0,98",396,"276,905,270,513,478","548,628","1,05","1,65"
6104,G,L25,norte,marzo,2010,euker,2575000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"2,854,825","505,660,377,358,491",668,"6,16","118,386,352,127,219","351,091,606,021,888","5,01",1,"0,8","0,98",396,"276,905,270,513,478","548,628","1,05","1,65"
6105,G,L25,norte,marzo,2010,euker,2575000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"2,854,825","505,660,377,358,491",668,"6,16","118,386,352,127,219","351,091,606,021,888","5,01",1,"0,8","0,98",396,"276,905,270,513,478","548,628","1,05","1,65"
6106,G,L25,norte,marzo,2010,euker,2575000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"2,854,825","505,660,377,358,491",668,"6,16","118,386,352,127,219","351,091,606,021,888","5,01",1,"0,8","0,98",396,"276,905,270,513,478","548,628","1,05","1,65"
6107,G,L25,norte,marzo,2010,euker,2575000,,,O,engineer,crassiclitellata,euedaphic,detritivore,"2,854,825","505,660,377,358,491",668,"6,16","118,386,352,127,219","351,091,606,021,888","5,01",1,"0,8","0,98",396,"276,905,270,513,478","548,628","1,05","1,65"
6108,G,L25,sur,marzo,2010,eupodoidea,"332,694,396","2,430,063","1,143,615",O,acari,trombidiformes,hemiedaphic,predator,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6109,G,L25,sur,marzo,2010,bdelloidea,"20,586,216","2,070,751","829,642",O,acari,trombidiformes,euedaphic,predator,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
6110,G,L25,sur,marzo,2010,eupodoidea,"365,419,335","2,507,261","1,065,965",O,acari,trombidiformes,hemiedaphic,predator,"24,526,375","4,045,283,019",424,"6,55","1,128,619,626","326,263,038","4,915","1,505","0,64","0,33","3,662","0,28","53,198","10,5",17
